title,release_date,runtime,budget,revenue,popularity,vote_average,vote_count
30 Nights of Paranormal Activity With the Devil Inside the Girl With the Dragon Tattoo,2013-01-14,80,0,0,1.737032,2.9,28
Never Back Down 2: The Beatdown,2011-09-13,90,3000000,0,9.249229,5.8,136
Chicago Overcoat,2009-10-10,95,3200000,0,1.034844,6.1,5
Central Station,1998-01-16,113,2900000,5596708,5.928937,7.6,126
Pocketful of Miracles,1961-12-18,136,2900000,5000000,3.370225,7.3,25
Amnesiac,2015-08-14,90,3000000,0,3.077885,4.1,52
Freakonomics,2010-10-01,93,3000000,103735,1.781462,6.6,36
Hustle & Flow,2005-07-22,116,8000000,23563727,6.39503,6.9,99
Some Like It Hot,1959-03-18,122,2883848,25000000,39.30982,8,808
The Wizard of Oz,1939-08-15,102,2777000,33754967,67.417542,7.4,1642
Lage Raho Munna Bhai,2006-01-01,144,0,0,2.436019,7.6,44
Ulee's Gold,1997-06-13,112,0,0,0.93392,6.5,19
The Black Stallion,1979-10-17,118,2700000,37799643,11.35972,7,59
Journey to Saturn,2008-09-26,90,0,0,1.776624,4.9,10
Donovan's Reef,1963-06-12,109,2686000,6600000,1.897263,6,30
A Guy Named Joe,1944-03-01,120,2627000,5363000,0.531444,6,8
Blazing Saddles,1974-02-07,93,2600000,119500000,22.793929,7.2,609
Friday the 13th: The Final Chapter,1984-04-13,91,2600000,32980880,14.013414,5.9,237
Ida,2013-10-25,80,2159280,10700000,13.265432,7.1,260
Beer League,2006-09-15,86,0,0,1.73892,5.3,22
Timber Falls,2007-12-07,97,2600000,0,3.687574,5.2,38
Singin' in the Rain,1952-04-10,103,2540800,7200000,36.556954,7.8,727
"Fat, Sick & Nearly Dead",2010-04-16,97,0,0,0.545825,7.1,47
A Haunted House,2013-01-11,86,2500000,60141683,18.661541,5.4,516
Hud,1963-05-29,112,2500000,10000000,6.82919,7.5,66
Saving Face,2004-09-12,91,0,0,2.487255,6.8,32
The Spectacular Now,2013-08-02,95,2500000,6854611,25.722747,6.8,1048
Religulous,2008-10-01,101,0,0,9.774126,7.2,197
Valley of the Heart's Delight,2006-04-24,100,0,0,0.142255,7,1
Eye of the Dolphin,2007-08-24,100,2500000,71904,0.301884,7.1,7
8: The Mormon Proposition,2010-01-01,80,0,0,0.424957,5.5,6
Christmas Mail,2010-12-01,89,0,0,0.630226,5,15
Antibirth,2016-09-02,94,35000000,0,3.674294,4.8,40
Thr3e,2006-12-01,101,0,0,1.946715,4.8,21
Idiocracy,2006-09-01,84,30000000,495303,27.940093,6.3,664
The Rise of the Krays,2015-08-29,110,2500000,0,1.759506,4.5,19
U.F.O.,2012-12-14,101,2500000,0,8.248149,3.1,47
Bathing Beauty,1944-07-01,101,2361000,6892000,0.628051,7,4
Show Boat,1951-07-13,107,2300000,11000000,1.606314,6.9,18
Redemption Road,2011-08-26,91,0,0,0.197264,4.7,6
The Calling,2014-08-05,108,0,0,5.759493,5.6,88
Fantasia,1940-11-13,124,2280000,83320000,32.875469,7.2,808
Friday the 13th Part III,1982-08-13,95,4000000,36690067,14.206525,5.7,254
The Last Sin Eater,2007-02-09,117,0,0,2.371477,6.2,11
Impact Point,2008-06-13,90,0,0,1.532518,5.7,5
Eden,2015-10-22,97,2300000,0,2.713171,5.6,19
Jack Brooks: Monster Slayer,2007-10-09,85,0,0,2.659804,5.7,59
Elling,2001-03-16,89,0,0,2.526356,7,51
Lies in Plain Sight,2010-10-03,88,0,0,0.47909,4.5,4
Sharkskin,2015-01-01,0,0,0,0.027801,0,0
Containment,2015-07-09,77,0,0,2.122451,5.1,36
The Toxic Avenger Part II,1989-02-24,96,0,0,1.791331,5.3,39
Sleeper,1973-12-17,89,2000000,18344729,10.664202,7,200
It Follows,2015-02-04,100,2000000,14674076,100.876794,6.6,1832
Everything You Always Wanted to Know About Sex *But Were Afraid to Ask,1972-08-06,88,2000000,18016290,13.223111,6.6,215
To Kill a Mockingbird,1962-12-25,129,2000000,13129846,22.139842,8,657
The Legend of Drunken Master,1994-02-03,102,0,0,15.046612,7.2,242
Boys Don't Cry,1999-09-02,118,2000000,11540607,15.557144,7.2,353
Silent House,2011-01-21,85,2000000,13101672,11.66632,5.2,125
Courageous,2011-09-30,129,1000000,34522221,5.961119,6.8,77
The Hustler,1961-09-25,134,2000000,7600000,17.639478,7.6,240
Boom Town,1940-08-30,119,2000000,9172000,1.867004,6.5,8
Smoke Signals,1998-01-16,89,0,0,2.304552,6.6,24
American Splendor,2003-08-15,101,0,6003587,7.792851,7.1,120
Before Sunset,2004-02-10,80,2700000,15992615,14.799323,7.6,718
Amores perros,2000-06-16,154,2000000,20908467,23.281616,7.6,521
Thirteen,2003-08-20,100,2000000,4601043,20.331593,6.7,339
Alexander's Ragtime Band,1938-05-24,106,2000000,4000000,0.483974,4.8,6
We Are Your Friends,2015-08-26,96,6000000,11122090,28.819424,6.3,658
Ghost Dog: The Way of the Samurai,1999-09-13,116,0,0,18.223139,7.2,298
Captive,2015-09-17,97,2000000,2801508,6.728882,5.6,92
Witchboard,1986-12-31,98,0,0,7.151154,5.9,58
Waltz with Bashir,2008-06-25,90,2000000,11125849,14.08251,7.8,291
No End in Sight,2007-07-27,102,2000000,1431623,2.283796,7.2,23
In the Shadow of the Moon,2007-01-19,109,2000000,0,3.43159,7.6,31
Inside Deep Throat,2005-02-11,92,2000000,653621,3.980072,6.8,31
Dinner Rush,2000-09-01,99,0,0,1.096355,7.1,19
Subway,1985-04-10,104,2000000,390659,5.261065,6.3,86
House of D,2005-04-15,97,0,0,6.337735,6.1,23
Teeth,2007-01-19,94,0,0,7.359286,5.2,210
Hum To Mohabbat Karega,2000-05-26,0,0,0,0.001186,0,0
This Thing of Ours,2005-01-01,100,0,0,0.046868,5,1
The Lost Medallion: The Adventures of Billy Stone,2013-03-01,97,0,0,2.952932,5.6,13
The Last Five Years,2014-11-03,94,0,0,5.563068,5.5,143
Return of the Living Dead 3,1993-10-01,97,2000000,54207,7.502934,5.9,88
London,2005-02-10,92,0,0,5.350423,6.1,96
Plush,2013-09-13,98,0,0,5.099368,5.4,40
Grave Encounters,2011-09-09,92,1000000,0,13.222268,6.1,381
Stitches,2012-05-19,86,100000,95000,7.447714,5.5,92
"To Be Frank, Sinatra at 100",2015-12-12,,2,0,0.050625,0,0
No Man's Land: The Rise of Reeker,2008-05-01,88,2000000,0,4.346271,4.4,27
Highway,2002-01-01,97,14000000,0,3.419685,5.6,37
The Torture Chamber of Dr. Sadism,1967-10-05,85,0,0,1.296784,6.3,12
Straight A's,2013-01-16,88,7000000,0,4.50829,5.2,46
Slacker Uprising,2007-09-27,102,0,0,1.619635,5.9,10
The Curse of Downers Grove,2015-08-21,89,2000000,0,2.00163,4.4,24
Shark Lake,2015-10-02,92,2000000,0,1.187764,4.4,19
Northfork,2003-01-01,103,0,0,1.980265,6.7,24
Submarine,2011-03-18,97,0,864659,8.518866,7.4,443
ABCD (Any Body Can Dance),2013-02-07,160,0,222000,1.294967,5.6,10
Man on Wire,2008-07-25,94,0,2957978,14.331992,7.5,275
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1964-01-29,95,1800000,9440272,41.996783,8,1442
Battle for the Planet of the Apes,1973-06-15,93,1700000,8844595,13.315383,5.5,215
Higher Ground,2011-08-26,109,2000000,841733,1.699101,5.3,14
Ed and His Dead Mother,1993-06-04,93,0,0,0.023436,5.5,12
Travellers and Magicians,2003-09-09,108,0,0,0.749699,6.8,9
Hang 'em High,1968-07-31,114,1800000,6800000,11.756943,6.7,192
Sublime,2007-06-15,113,0,0,6.833164,5.3,33
Independence Daysaster,2013-06-27,86,1800000,0,1.959405,4.2,22
Run Lola Run,1998-08-20,81,1530000,7267585,27.36562,7.2,664
May,2002-01-13,93,500000,150277,8.650779,6.3,152
Conquest of the Planet of the Apes,1972-06-29,88,1700000,9700000,18.828683,6.1,236
I Spit on Your Grave,2010-06-17,108,2000000,572809,26.281839,6.3,519
My Summer of Love,2004-08-20,86,0,0,3.939753,6,59
Yes,2005-08-05,100,0,0,3.677831,5.9,7
You Can't Take It With You,1938-08-23,126,1644736,7433101,3.426314,7.2,79
Foolish,1999-04-09,84,0,6033999,0.796009,6.3,3
Caramel,2007-07-01,96,0,0,4.554574,6.8,52
Out of the Dark,2014-08-27,92,0,0,3.215465,4.6,55
The Bubble,2006-06-06,114,0,0,1.49436,7.6,20
Mississippi Mermaid,1969-06-18,123,0,0,3.654018,6.7,32
Waitress,2007-05-25,108,2000000,22179430,9.67299,6.7,129
Mr. Smith Goes to Washington,1939-10-19,129,1500000,9600000,12.2624,7.9,241
Kids,1995-07-28,91,1500000,7412216,13.291991,6.8,279
Kickboxer: Vengeance,2016-07-14,90,17000000,0,6.526588,4.5,99
Insidious,2010-09-13,103,1500000,97009150,58.594852,6.8,1737
Nine Queens,2000-08-31,114,1500000,0,8.589355,7.4,153
The To Do List,2013-07-24,104,1500000,3566225,15.017068,5.5,342
The Believer,2001-01-19,98,1500000,416925,9.856826,6.8,151
Unsullied,2015-08-28,93,0,0,0.06124,3,1
I Want Someone to Eat Cheese With,2006-01-01,80,0,0,1.742383,5.7,12
Modern Times,1936-02-05,87,1,8500000,28.27648,8.1,856
My Name Is Bruce,2007-10-01,86,1500000,173066,7.5591,5.9,107
The Salon,2005-01-13,0,1500000,0,2.02817,3.5,1
Pontypool,2009-03-06,93,1500000,32000,4.680206,6.6,183
The Lords of Salem,2012-09-10,101,1500000,1165882,14.504326,5.1,242
Fetching Cody,2005-10-01,87,1,0,0.077876,6.8,6
Closer to the Moon,2013-11-29,112,9000000,0,9.159265,6.4,13
Mutant World,2014-09-27,85,0,1500000,1.893697,2.6,9
Growing Up Smith,2017-02-03,102,0,0,0.71087,7.4,7
#Horror,2015-11-20,90,1500000,0,2.815228,3.3,52
Shalako,1968-11-06,113,1455000,2620000,3.598457,5.4,12
The Dog Lover,2016-07-08,101,2000000,0,1.193219,5.3,6
GirlHouse,2014-10-16,100,3150000,0,8.039223,5.2,97
House at the End of the Drive,2014-01-11,91,0,0,0.43049,0,0
Batman,1966-07-30,105,1377800,0,9.815394,6.1,203
"Lock, Stock and Two Smoking Barrels",1998-03-05,105,1350000,3897569,16.032594,7.5,1648
Queen of the Mountains,2014-08-22,135,0,0,0.077873,0,0
Def-Con 4,1985-03-15,88,0,0,0.319792,2.8,10
Neal 'n' Nikki,2005-12-09,122,0,0,0.285131,2.3,4
The 41–Year–Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It,2010-06-08,82,0,0,5.628399,3.2,34
Forget Me Not,2009-10-22,103,0,0,5.065752,5,66
C.H.U.D.,1984-08-31,88,1250000,3412497,4.45544,5.3,62
The Lion of Judah,2011-06-03,87,15000000,0,0.165909,5.8,2
How Green Was My Valley,1941-10-28,118,1250000,6000000,7.70019,6.8,72
The Algerian,2015-08-07,99,1,0,0.025364,0,0
The Amazing Catfish,2013-08-10,87,1300000,0,1.473405,5.7,17
Reservoir Dogs,1992-09-02,99,1200000,14661007,66.925866,8,3697
"The Good, the Bad and the Ugly",1966-12-23,161,1200000,6000000,88.377076,8.1,2311
Down & Out With The Dolls,2003-03-20,88,0,0,0.002386,0,0
"Pink Ribbons, Inc.",2011-09-11,97,900000,25000,0.097913,6.8,6
Grand Theft Parsons,2003-06-18,88,0,0,1.998557,6,11
Extreme Movie,2008-12-05,88,0,0,8.148187,3.9,44
The Charge of the Light Brigade,1936-10-20,115,1200000,2736000,2.968235,6.8,18
Below Zero,2011-10-22,0,0,0,1.36514,4.4,12
Crowsnest,2012-01-01,84,1200000,0,0.057564,4.8,12
Cotton Comes to Harlem,1970-05-27,97,1200000,0,1.079125,6.7,13
The Wicked Within,2015-10-16,91,0,0,1.906151,4.2,26
Waiting...,2005-10-07,94,3000000,18637690,10.230583,6.2,237
Dead Man's Shoes,2004-09-29,90,0,0,12.818441,7.2,151
Faith Like Potatoes,2006-10-27,97,0,0,0.147886,6,9
Beyond the Black Rainbow,2010-12-03,110,1100000,0,7.717237,5.7,77
The Raid,2011-09-08,101,1100000,4105187,40.285095,7.3,1055
Casablanca,1942-11-26,102,878000,10462500,43.729123,7.9,1422
Rocket Singh: Salesman of the Year,2009-12-11,156,1250000,0,3.000435,7,27
Silent Running,1972-03-09,89,1000000,0,11.095414,6.3,177
The Sleepwalker,2014-01-20,92,0,0,0.926084,4.1,7
Tom Jones,1963-10-06,128,1000000,37600000,2.833166,6.1,39
The Howling,1981-04-03,91,1000000,17985893,6.532855,6.4,161
Dr. No,1962-10-04,110,950000,59600000,48.901542,6.9,940
Hellraiser,1987-09-11,94,1000000,14564027,22.583834,6.9,449
God's Not Dead 2,2016-04-01,121,5000000,23507567,6.96858,5.7,72
Cry_Wolf,2005-09-16,90,1000000,10047674,6.926926,5.6,126
Godzilla 2000,1999-12-11,107,1000000,10037390,3.322721,5.9,43
Blue Valentine,2010-12-27,112,3500000,16566240,26.881611,6.9,890
Transamerica,2005-12-23,103,1000000,13350369,9.773398,6.9,144
The Devil Inside,2012-01-06,83,1000000,101758490,13.152822,4.6,262
Beyond the Valley of the Dolls,1970-07-17,109,2090000,40000000,4.289003,6.6,53
An Inconvenient Truth,2006-01-24,100,1000000,46243000,14.139004,6.7,251
Sands of Iwo Jima,1949-12-14,100,1000000,7800000,3.851,6.2,33
Shine a Light,2008-02-07,122,0,0,2.162522,7.2,44
The Sessions,2012-05-02,98,1000000,9138338,9.115486,6.6,179
"Food, Inc.",2008-09-07,94,0,0,15.017162,7.4,217
October Baby,2011-10-30,107,0,5355847,1.86221,6.8,35
Next Stop Wonderland,1998-08-21,96,0,0,1.334481,6,20
The Skeleton Twins,2014-01-18,90,0,5284309,15.699363,6.7,292
Frozen River,2008-08-01,97,0,0,4.805651,6.7,99
20 Feet from Stardom,2013-06-14,89,1000000,0,5.247956,7.4,85
Walking and Talking,1996-07-17,86,0,0,0.367312,6.6,7
The Broken Hearts Club: A Romantic Comedy,2000-02-01,94,1000000,1744858,3.424158,6.3,25
Brigham City,2001-03-30,119,1000000,852206,0.280083,7.3,4
Fiza,2000-09-08,170,1000000,623791,0.043023,6.1,7
Orgazmo,1997-09-06,94,1000000,0,5.06516,6.2,115
All the Real Girls,2003-08-01,108,0,0,3.65924,5.9,30
Dream with the Fishes,1997-01-01,97,0,0,0.948316,7.7,10
Blue Car,2002-01-11,92,1000000,464000,0.672695,6.7,13
Palo Alto,2014-05-09,100,0,0,16.570708,6.4,348
Once in a Lifetime: The Extraordinary Story of the New York Cosmos,2006-01-01,97,1000000,0,0.436148,4.7,3
Guiana 1838,2004-09-24,120,0,0,0.030253,2.8,3
Lisa Picard Is Famous,2000-05-14,90,0,0,0.690089,4,1
Antarctica: A Year on Ice,2013-09-05,92,1000000,0,1.883947,7.2,29
Hardflip,2012-06-01,114,1000000,0,0.341461,4.7,5
The Perfect Host,2010-07-01,93,0,14870,6.507094,6.2,135
Safe Men,1998-08-17,88,0,0,1.190729,6.3,16
Speedway Junky,1999-02-11,104,1000000,0,0.340019,5.2,7
The Last Big Thing,1998-09-23,98,0,0,0.678475,6,3
The Specials,2000-09-22,82,0,0,9.055447,5.5,11
Alone With Her,2006-04-28,78,1000000,10018,2.175696,6.2,20
Sparkler,1999-03-19,96,0,0,0.547654,0,1
The Helix... Loaded,2005-01-01,97,0,0,0.0206,4.8,2
The Jimmy Show,2002-01-16,96,0,0,0.098351,8,1
Heli,2013-08-09,105,1000000,0,3.629777,6.2,32
Karachi se Lahore,2015-07-31,0,0,0,0.060003,8,1
Loving Annabelle,2006-03-08,76,900000,0,7.145832,6.4,55
Hits,2014-01-21,96,1000000,0,3.638411,4.9,23
The Party's Over,1965-04-22,94,0,0,0.118324,6.1,6
Proud,2004-07-02,87,0,0,0.023681,5.5,3
The Poker House,2008-06-20,93,0,0,2.948576,6.1,47
Childless,2015-04-03,90,0,0,0.243853,4.5,2
ZMD: Zombies of Mass Destruction,2009-01-01,92,0,0,1.563711,4.7,31
My Last Day Without You,2011-06-11,90,1000000,0,0.153625,5.7,3
The Pet,2006-05-17,94,0,0,1.284741,5.3,3
Zombie Hunter,2013-07-25,93,0,0,3.418372,3.5,34
A Fine Step,2014-04-16,90,0,0,0.65434,4.1,7
Charly,1968-09-23,103,950000,814666,0.178689,6.6,28
Ask Me Anything,2014-04-19,100,950000,0,8.976128,5.5,155
And Then Came Love,2007-01-01,90,0,0,0.280829,5,1
On the Waterfront,1954-06-22,108,910000,9600000,16.015599,8,357
The Horror Network Vol. 1,2015-10-27,0,0,0,0.392658,5,2
The Quiet,2005-09-12,96,900000,381420,4.0971,6.1,73
Bambi,1942-08-14,70,858000,267447150,47.651878,6.8,1405
The Hammer,2007-04-01,88,0,0,0.957022,6.5,15
Latter Days,2003-07-10,107,850000,819939,5.424916,6.7,56
1982,2013-12-31,90,1000000,0,0.175885,5,1
"For a Good Time, Call...",2012-08-31,85,850000,1243961,14.238376,5.8,110
Celeste & Jesse Forever,2012-08-03,91,0,3094813,9.436431,6.4,163
Crying with Laughter,2009-06-01,93,0,0,0.108135,7,1
Welcome to the Dollhouse,1995-05-24,88,0,0,5.870319,6.9,103
Pandora's Box,1929-01-30,109,0,0,1.824184,7.6,45
Deterrence,2000-03-10,101,0,0,2.171288,6.1,7
The Mudge Boy,2003-01-17,94,800000,62852,5.292536,7.3,23
The Young Unknowns,2000-03-12,87,0,0,0.004922,0,0
Not Cool,2014-09-23,90,0,0,1.186971,3.7,25
Saints and Soldiers,2003-09-11,90,780000,0,6.003418,6.6,98
Vessel,2012-10-28,14,0,0,0.322553,5.9,8
American Graffiti,1973-08-01,110,777000,140000000,19.326115,6.9,324
Iraq for Sale: The War Profiteers,2006-01-01,75,0,0,1.517771,8,6
Donkey Punch,2008-07-18,99,0,0,3.283886,4.5,52
All the Boys Love Mandy Lane,2008-02-15,90,750000,0,12.284939,5.7,209
High Noon,1952-03-27,85,730000,8000000,18.644023,7.6,334
Rize,2005-01-15,86,0,0,1.623769,5.9,13
The Sisterhood of Night,2015-04-10,104,0,0,2.868942,6.5,31
Starsuckers,2009-09-30,103,0,0,0.429083,6.2,5
Treachery,2013-05-16,68,625000,0,0.283059,4.8,5
Woodstock,1970-03-26,225,600000,34505110,3.409764,7.1,66
Mercy Streets,2000-10-31,106,0,0,0.099902,5.5,2
Carousel of Revenge,2007-07-20,103,0,0,0.006069,0,0
Broken Vessels,1998-04-18,90,0,0,0.069277,6,2
Water & Power,2014-05-02,0,0,0,0.350557,3,1
They Will Have to Kill Us First,2015-10-13,105,522360,0,0.071349,5,1
Light from the Darkroom,2014-01-01,0,0,0,0.012942,0,0
The Maid's Room,2014-08-08,98,0,0,1.501688,4.8,4
The Harvest (La Cosecha),2011-07-29,80,56000,0,0.010909,0,0
Love Letters,1983-04-01,98,550000,0,0.001586,4.6,4
Faith Connections,2013-11-21,115,550000,0,0.48088,4.2,3
Open Water,2004-08-06,79,130000,54667954,15.611857,5.4,315
High Road,2012-03-06,87,0,0,1.292948,5.8,22
To Save A Life,2009-11-05,120,0,0,0.05021,6.2,21
Wordplay,2006-06-26,94,0,0,0.906096,7.3,10
Osama,2003-05-20,83,46000,0,1.447734,6.3,32
Groove,2000-06-08,86,0,0,1.09454,5.6,6
Mean Creek,2004-01-15,90,500000,603943,8.519202,6.9,106
Deceptive Practice: The Mysteries and Mentors of Ricky Jay,2012-10-04,88,500000,0,0.425195,7.1,17
Johnny Suede,1991-08-18,97,500000,0,1.354816,4.7,13
Finishing The Game,2007-01-21,84,0,0,0.459625,4.9,8
Rubber,2010-07-09,85,500000,98017,9.108949,5.7,251
Kiss the Bride,2007-01-01,100,0,0,1.65426,4.2,11
The Slaughter Rule,2002-01-01,112,0,0,1.390909,6.2,9
Everything Put Together,2001-11-02,87,500000,0,0.046903,5,2
The Outrageous Sophie Tucker,2014-05-02,96,0,0,0.021419,0,0
Now Is Good,2012-05-25,103,0,0,14.142073,7.3,371
Subconscious,2015-03-10,110,0,0,0.397323,3.4,4
Fight to the Finish,2016-02-02,94,0,0,0.251828,5.2,3
The Little Ponderosa Zoo,2014-09-11,84,500000,0,0.073079,2,1
Conversations with Other Women,2006-06-07,84,450000,973525,4.442355,6.2,38
42nd Street,1933-02-02,89,439000,2281000,1.933366,6.1,37
Rise of the Entrepreneur: The Search for a Better Way,2014-11-20,0,0,0,0.052942,8,1
As It Is in Heaven,2004-09-03,132,0,0,4.321249,6.9,42
Roadside,2013-03-01,90,0,0,0.160234,4.2,5
Napoleon Dynamite,2004-06-11,95,400000,46118097,23.603514,6.7,554
Blue Ruin,2014-04-25,90,0,258384,25.349758,6.9,462
Paranormal Activity,2007-09-14,86,15000,193355800,47.456823,5.9,1316
Monty Python and the Holy Grail,1975-03-13,91,400000,5028948,64.782984,7.8,1708
Quinceañera,2006-06-05,90,0,0,0.034135,7,7
Tarnation,2003-10-19,91,218,1162014,1.063439,7.5,22
I Want Your Money,2010-07-06,92,0,0,0.084344,3.8,5
What Happens in Vegas,2008-05-07,99,35000000,170000000,38.100488,5.8,923
The Dark Hours,2005-03-11,80,500000,0,1.428483,5.5,22
My Beautiful Laundrette,1985-09-07,97,860000,2451545,3.703005,6.6,51
Fabled,2002-01-01,84,0,0,0.003352,0,0
Cries and Whispers,1972-12-21,91,0,0,11.347855,7.8,115
Intolerance,1916-09-04,197,385907,8394751,3.232447,7.4,60
Trekkies,1997-10-18,86,0,0,2.77754,6.3,22
The Broadway Melody,1929-02-08,100,379000,4358000,0.968865,5,19
The Evil Dead,1981-10-15,85,350000,29400000,35.037625,7.3,894
Murderball,2005-07-22,88,300000,1750211,1.085909,6.9,23
American Ninja 2: The Confrontation,1987-05-01,90,0,0,5.061107,4.9,49
My Dog Tulip,2009-01-01,83,0,246574,1.170257,7.6,9
Pieces of April,2003-01-19,81,300000,0,4.270596,6.4,64
The Big Swap,1998-06-11,0,0,0,0.627763,0,0
Wendy and Lucy,2008-05-22,80,200000,0,0.713906,6.4,64
3 Backyards,2010-01-01,88,0,0,0.17817,4.8,4
Nothing But a Man,1964-01-01,95,0,0,0.008453,7,2
"First Love, Last Rites",1998-08-07,94,300000,40542,0.374291,3,1
The Looking Glass,2015-10-23,110,0,0,0.062979,7,1
Locker 13,2014-03-29,90,0,0,1.905197,6.8,3
Bizarre,2015-02-07,99,0,0,0.583446,6.2,11
Chasing Amy,1997-04-04,113,250000,12021272,20.601483,6.7,433
Lovely & Amazing,2001-08-31,91,250000,4186931,1.45917,6.3,23
Death Calls,2010-09-01,0,0,0,0.005883,0,0
Better Luck Tomorrow,2002-01-12,101,0,0,3.877036,6.5,27
Amidst the Devil's Wings,2014-12-01,90,300000,0,0.018087,0,0
Cube,1997-09-09,90,250000,501818,44.656151,6.9,1069
I Married a Strange Person!,1998-08-28,72,250,203,0.293649,7.5,12
November,2004-07-22,73,0,0,5.742359,4.9,11
Teeth and Blood,2015-03-10,96,0,0,0.055325,3,1
Sugar Town,1999-09-17,92,0,0,0.375423,5.5,2
The Canyons,2013-07-29,99,250000,56825,6.978907,4.1,75
Shotgun Stories,2007-10-01,92,0,0,5.251143,6.9,57
The Sticky Fingers of Time,1997-06-06,90,250000,0,0.130169,4.8,3
The Christmas Bunny,2010-11-28,96,250000,0,0.065103,5.7,7
Butterfly,1982-02-05,107,0,0,1.063615,5,12
Horse Camp,2015-01-10,108,0,0,0.172299,5.5,2
Little Big Top,2006-01-01,0,0,0,0.0921,10,1
Urbania,2000-01-24,103,0,0,0.065155,5.2,10
"The Beast from 20,000 Fathoms",1953-06-13,80,210000,5000000,2.043661,6.7,41
Swingers,1996-10-18,94,200000,4505922,13.971674,6.8,253
A Fistful of Dollars,1964-09-12,99,200000,14500000,38.771062,7.6,883
Short Cut to Nirvana: Kumbh Mela,2004-05-11,85,0,0,0.004998,0,0
Middle of Nowhere,2012-10-12,101,0,0,2.836537,6.6,7
Reality Show,2015-01-01,92,0,0,0.472123,5.5,2
Super Hybrid,2010-01-01,95,13000000,0,4.009379,4.6,24
American Beast,2014-10-21,89,0,0,0.018716,0,0
Ordet,1955-01-09,126,0,0,3.225189,7.8,65
Samantha: An American Girl Holiday,2004-11-23,86,0,0,4.980585,4.6,9
Yesterday Was a Lie,2008-01-01,89,0,0,0.145014,6,4
Theresa Is a Mother,2015-09-25,105,0,0,0.036532,0,0
Archaeology of a Woman,2014-09-12,94,0,0,0.254659,0,0
Children of Heaven,1997-08-01,89,180000,900000,7.072118,7.8,112
Butterfly Girl,2014-03-10,77,0,0,0.015189,0,0
Sweet Sweetback's Baadasssss Song,1971-04-23,97,150000,15200000,0.132878,4.6,18
Perfect Cowboy,2014-07-13,109,200,0,0.050978,5,1
Tadpole,2002-11-01,78,150000,2891288,8.570328,5.5,19
Once,2007-03-23,85,160000,20710513,19.052179,7.3,453
The Horse Boy,2009-11-25,93,0,0,0.465404,5.5,2
Heroes of Dirt,2015-09-04,98,0,0,0.076647,0,0
Antarctic Edge: 70° South,2015-04-17,72,0,0,0.021392,0,0
Roger & Me,1989-09-01,91,160000,6706368,3.284903,7.4,90
Sound of My Voice,2011-01-22,85,0,0,6.192383,6.3,108
Your Sister's Sister,2011-09-11,90,125000,3200000,12.833247,6.5,137
The Married Woman,1964-12-04,95,120000,0,1.112792,7.1,20
Facing the Giants,2006-09-29,111,100000,10178331,4.563698,6.6,64
Eraserhead,1977-03-19,89,10000,7000000,20.399578,7.5,485
Hollywood Shuffle,1987-03-20,78,0,0,2.353483,5.7,19
The Mighty,1998-10-23,100,0,0,5.497682,7.1,51
Cheap Thrills,2013-03-08,85,0,0,10.826253,6.3,155
Straightheads,2007-04-27,88,0,0,8.302951,5.2,40
Echo Dr.,2013-11-08,85,0,0,0.053755,5,1
The Night Visitor,1971-01-01,106,0,0,0.074005,7.3,6
"I Love You, Don't Touch Me!",1997-01-21,86,0,0,0.020839,6,1
20 Dates,1998-01-01,87,0,0,0.408073,3.7,3
The Brain That Wouldn't Die,1962-02-25,82,62000,0,2.407048,4.4,32
Supporting Characters,2012-01-23,87,0,0,0.620554,6.7,10
Absentia,2011-03-03,92,70000,0,6.328665,5.8,121
The Dirties,2013-10-04,83,0,0,0.833937,6,42
Tiny Furniture,2010-11-12,99,65000,416498,2.380332,5.6,59
The Call of Cthulhu,2005-01-01,47,50000,0,1.777148,6.9,41
This Is Martin Bonner,2013-06-28,83,0,0,0.76368,6.6,4
A True Story,2013-09-20,96,0,0,0.970351,6.8,2
George Washington,2000-10-01,89,0,0,2.058834,6.4,36
The Last Waltz,1978-05-01,117,0,321952,3.277287,7.9,64
"Run, Hide, Die",2015-09-01,75,50000,0,0.595809,3.5,2
The Exploding Girl,2009-04-22,80,0,0,0.611081,6.4,15
Mutual Appreciation,2005-03-01,109,500000,0,0.123068,6.1,8
Down Terrace,2009-09-01,89,31192,10000,1.330379,6.3,26
Clerks,1994-09-13,92,27000,3151130,19.748658,7.4,755
Rampage,2009-08-14,85,0,0,7.101197,6,131
Dutch Kills,2015-10-02,90,0,0,0.038143,0,0
The Puffy Chair,2005-01-17,85,0,0,1.243955,6.2,15
Breaking Upwards,2009-03-14,88,0,0,0.67457,5.6,12
All Superheroes Must Die,2011-10-26,78,0,0,3.545991,4.2,13
Tin Can Man,2007-01-01,84,13,0,0.332679,2,1
Cure,1997-11-06,111,20000,99000,0.212443,7.4,63
Sanctuary: Quite a Conundrum,2012-01-20,82,0,0,0.166513,0,0
Bang,1995-09-09,98,0,0,0.918116,6,1
Primer,2004-10-08,77,7000,424760,23.307949,6.9,658
Cavite,2005-03-12,80,0,0,0.022173,7.5,2
El Mariachi,1992-09-04,81,220000,2040920,14.269792,6.6,238
Shanghai Calling,2012-05-03,98,0,0,0.857008,5.7,7
My Date with Drew,2005-08-05,90,0,0,1.929883,6.3,16
